School Number,School Name,Address,Suburb,Postcode,Latitude,Longitude
894,Bordertown High School,South Terrace,Bordertown,5268,-36.313741,140.767724
895,Loxton High School,Bookpurnong Road,Loxton,5333,-34.443732,140.584808
897,Elizabeth Grove Primary School,20 Haynes Street,Elizabeth Grove,5112,-34.73233,138.669527
898,Klemzig Primary School,2 Hay Street,Klemzig,5087,-34.877176,138.637665
899,Kirton Point Primary School,Matthew Place,Port Lincoln,5606,-34.731891,135.868237
903,Mitcham Girls High School,Kyre Avenue,Kingswood,5062,-34.969865,138.610036
905,Blackwood High School,4 Seymour Street,Eden Hills,5050,-35.026849,138.605897
906,Windsor Gardens Vocational College,McKay Avenue,Windsor Gardens,5087,-34.860757,138.657925
907,William Light R-12 School,21A Errington Street,Plympton,5038,-34.964442,138.547829
908,Ocean View P-12 College,Gedville Road,Taperoo,5017,-34.803361,138.493484
909,Willunga High School,239 Main Road,Willunga,5172,-35.263056,138.555471
910,Fremont-Elizabeth City High School,Philip Highway,Elizabeth,5112,-34.723738,138.665902
911,Lockleys North Primary School,55 Malurus Avenue,Lockleys,5032,-34.920591,138.537668
913,Seacliff Primary School,Barwell Avenue,Seacliff,5049,-35.037266,138.523556
920,Coober Pedy Area School,Paxton Road,Coober Pedy,5723,-29.012377,134.751882
921,Christies Beach Primary School,46 Maturin Avenue,Christies Beach,5165,-35.138009,138.479076
923,Stradbroke School,73 Koonga Avenue,Rostrevor,5073,-34.893467,138.68405
925,Ingle Farm East Primary School,18 Halidon Street,Ingle Farm,5098,-34.833816,138.651885
926,Heathfield High School,99 Longwood Road,Heathfield,5153,-35.020536,138.712609
927,Glenunga International High School,99 L'Estrange Street,Glenunga,5064,-34.949336,138.635192
928,Grant High School,Hosking Avenue,Mount Gambier,5290,-37.84719,140.796014
931,Penola High School,43 Cameron Street,Penola,5277,-37.373662,140.843789
932,Clovelly Park Primary School,1 Renown Place,Clovelly Park,5042,-34.998429,138.565416
933,Warradale Primary School,Keynes Avenue,Warradale,5046,-35.004,138.537907
934,Fulham Gardens Primary School,Mitton Avenue,Henley Beach,5022,-34.912392,138.503289
935,Para Hills School P-7,2 Frances Avenue,Para Hills,5096,-34.812448,138.652114
936,Naracoorte South Primary School,Cedar Avenue,Naracoorte,5271,-36.97269,140.746742
938,Hincks Avenue Primary School,Schulz Avenue,Whyalla Norrie,5608,-33.018515,137.544825
941,Seaton High School,Glenburnie Street,Seaton,5023,-34.886112,138.505556
943,Elizabeth East Primary School,15 Dolphin Street,Elizabeth East,5112,-34.725069,138.677471
947,Elizabeth Downs Primary School,Heard Street,Elizabeth Downs,5113,-34.698589,138.694874
948,Elizabeth Park Primary School,15 Turner Road,Elizabeth Park,5113,-34.712939,138.684874
949,Elizabeth Vale Primary School,Rollison Road,Elizabeth Vale,5112,-34.745801,138.669262
950,Murray Bridge South Primary School,54 Joyce Street,Murray Bridge,5253,-35.132254,139.282374
952,Clapham Primary School,Barretts Road,Clapham,5062,-34.993358,138.603502
953,Mount Gambier North Primary School,Heath Street,Mount Gambier,5290,-37.81683,140.775534
957,Kangaroo Inn Area School,2329 Beachport-Penola Road,Kangaroo Inn,5280,-37.337684,140.244317
962,Riverland Special School,50a Burgess Drive,Berri,5343,-34.279428,140.61035
964,Modbury High School,62 Pompoota Road,Modbury,5092,-34.836789,138.697008
965,Underdale High School,19 Garden Terrace,Underdale,5032,-34.918948,138.544174
967,Vale Park Primary School,40-56 Ascot Avenue,Vale Park,5081,-34.885256,138.626323
968,Fisk Street Primary School,Pattinson Close,Whyalla Norrie,5608,-33.016958,137.533218
970,Newbery Park Primary School,Bridges Street,Millicent,5280,-37.608624,140.363491
971,East Torrens Primary School,12 Robson Road,Hectorville,5073,-34.889769,138.666119
972,Hawthorndene Primary School,Suffolk Road,Hawthorndene,5051,-35.020774,138.636088
973,Paradise Primary School,100 George Street,Paradise,5075,-34.870802,138.68457
975,Pasadena High School,241-277 Daws Road,Pasadena,5042,-34.993333,138.590102
976,Craigmore High School,2 Jamieson Road,Blakeview,5114,-34.69116,138.701176
980,Airdale Primary School,Anzac Road,Port Pirie,5540,-33.200564,137.99046
981,Carlton School,Rupert Street,Port Augusta,5700,-32.48769,137.776631
982,Dernancourt School R-7,29 Parsons Road,Dernancourt,5075,-34.861119,138.673464
983,Brahma Lodge Primary School,20 Mortess Street,Brahma Lodge,5109,-34.775528,138.650326
984,Seaview Downs Primary School,26-44 Ross Street,Seaview Downs,5049,-35.041379,138.536114
987,Mawson Lakes School,Garden Terrace,Mawson Lakes,5095,-34.809191,138.614357
990,Augusta Park Primary School,59 Power Crescent,Port Augusta,5700,-32.494983,137.784266
993,Marion Primary School,2-22 Malcolm Avenue,Marion,5043,-35.00386,138.555218
994,Wandana Primary School,2-12 Cowra Avenue,Gilles Plains,5086,-34.848907,138.661291
996,Kidman Park Primary School,1 Dean Avenue,Kidman Park,5025,-34.911672,138.523797
997,Adelaide East Education Centre,31 Campbell Road,Paradise,5075,-34.873042,138.672971
999,Yalata Anangu School,,Yalata,5690,-31.508309,131.82595
1001,Amata Anangu School,,Amata,872,-26.152169,131.137746
1003,Koonibba Aboriginal School,,Koonibba,5690,-31.902744,133.425975
1004,West Beach Primary School,3 Woodhead Street,West Beach,5024,-34.937821,138.508809
1008,Gawler East Primary School,Finch Road,Gawler East,5118,-34.598085,138.761294
1009,Oak Valley Aboriginal School,,Oak Valley,5690,-29.270173,130.800238
1011,Salisbury East High School,50 Smith Road,Salisbury East,5109,-34.775903,138.667185
1012,Para West Adult Campus,23 Crafter Street,Davoren Park,5113,-34.686988,138.66449
1013,Christies Beach HS & Sth Voc College,Morton Road,Christie Downs,5164,-35.136982,138.497694
1014,SA School for Vision Impaired,1B Duncan Avenue,Park Holme,5043,-34.990774,138.554376
1015,Banksia Park School R-7,1-5 Cottenham Road,Banksia Park,5091,-34.808854,138.72609
1016,Hospital Education Services,72 King William Road,North Adelaide,5006,-34.91151518,138.5999655
1017,Glenelg Primary School,Diagonal Road,Glenelg East,5045,-34.984862,138.521718
1018,Flagstaff Hill R-7 School,145 Black Road,Flagstaff Hill,5159,-35.049771,138.589633
1019,Christie Downs Primary School,Elizabeth Road,Christie Downs,5164,-35.13252,138.494457
1020,Melaleuca Park Primary School,Boandik Terrace,Mount Gambier,5290,-37.839912,140.794491
1021,McDonald Park School,57 North Terrace,Mount Gambier,5290,-37.825912,140.793059
1022,Grange Primary School,39C Jetty Street,Grange,5022,-34.903696,138.49717
1028,Charles Campbell College,3 Campbell Road,Paradise,5075,-34.87403,138.674133
1030,Edward John Eyre High School,Grundel Street,Whyalla Norrie,5608,-33.026208,137.540961
1034,Ernabella Anangu School,,Ernabella,872,-26.266359,132.14184
1036,East Adelaide School,57-59 Second Avenue,St Peters,5069,-34.9048,138.627596
1038,South Downs Primary School,Mavros Road,Elizabeth Downs,5113,-34.706102,138.685487
1041,Salisbury Primary School,10 Compuda Street,Salisbury,5108,-34.767152,138.647255
1043,East Marden Primary School,43 James Street,Campbelltown,5074,-34.881964,138.65353
1044,Reynella South Primary School,119-135 Sherriffs Road,Reynella,5161,-35.103462,138.524358
1045,Para Hills West Primary School,21 Balkara Road,Para Hills West,5096,-34.799894,138.653038
1047,Modbury South Primary School,Dampier Avenue,Hope Valley,5090,-34.839319,138.69719
1048,Para Vista Primary School,351 Montague Road,Para Vista,5093,-34.830231,138.663164
1051,Ridgehaven Primary School,479 Milne Road,Ridgehaven,5097,-34.818559,138.710323
1053,Hallett Cove East Primary School,Quailo Avenue,Hallett Cove,5158,-35.071138,138.517181
1054,Hallett Cove South Primary School,Livonia Street,Hallett Cove,5158,-35.08256,138.503926
1056,Woodend Primary School,Edward Beck Drive,Sheidow Park,5158,-35.079393,138.53383
1059,Pimpala Primary School,24 Vanstone Avenue,Morphett Vale,5162,-35.112846,138.530333
1060,O'Sullivan Beach Primary School,51 Galloway Road,O'Sullivan Beach,5166,-35.125417,138.479656
1062,Swallowcliffe School P-7,cnr Oldford St & Swallowcliffe Rd,Davoren Park,5113,-34.696671,138.662941
1063,Highgate School,4 Hampstead Avenue,Highgate,5063,-34.962788,138.622561
1066,Hackham East Primary School,Collins Parade,Hackham,5163,-35.140202,138.53528
1067,Huntfield Heights Primary School,78 Melsetter Road,Huntfield Heights,5163,-35.152857,138.517965
1068,Noarlunga Downs Primary School,Canterbury Crescent,Noarlunga Downs,5168,-35.150074,138.496349
1071,Moana Primary School,Schooner Road,Seaford,5169,-35.192128,138.474988
1090,Redwood Park Primary School,2-10 Lokan Street,Redwood Park,5097,-34.814868,138.700743
1091,St Agnes Primary School,250 Smart Road,St Agnes,5097,-34.831012,138.718284
1098,Lonsdale Heights Primary School,25 Sunningdale Drive,Christie Downs,5164,-35.124659,138.501235
1099,Paralowie School,Whites Road,Paralowie,5108,-34.753406,138.621394
1100,Surrey Downs R-7 School,16-24 Vine Street,Surrey Downs,5126,-34.800032,138.711462
1103,Fairview Park Primary School,Nepondi Court,Fairview Park,5126,-34.79778,138.731422
1117,Banksia Park International HS,610 Milne Road,Banksia Park,5091,-34.814401,138.726168
1121,Miltaburra Area School,3493 Miltaburra Road,Wirrulla,5661,-32.375617,134.33113
1123,Karcultaby Area School,,Karcultaby,5654,-32.760531,134.966099
1131,Hackham West R-7 School,50 Glynville Drive,Hackham West,5163,-35.144166,138.518017
1133,Long Street Primary School,Eyre Avenue,Whyalla Norrie,5608,-33.038921,137.533009
1134,East Para Primary School,12 Caroona Avenue,Para Hills,5096,-34.81765,138.666078
1135,Karrendi Primary School,15 Bradman Road,Parafield Gardens,5107,-34.790544,138.618502
1136,Bellevue Heights Primary School,7-19 Vaucluse Crescent,Bellevue Heights,5050,-35.028955,138.588869
1137,Parafield Gardens High School,15 Shepherdson Road,Parafield Gardens,5107,-34.786022,138.618914
1140,Salisbury Park Primary School,66 Goddard Drive,Salisbury Park,5109,-34.759701,138.668718
1142,Flaxmill School P-7,80 Flaxmill Road,Morphett Vale,5162,-35.127467,138.519246
1154,Thorndon Park Primary School,71 Stradbroke Road,Athelstone,5076,-34.884101,138.693245
1158,Lincoln Gardens Primary School,Barley Road,Port Lincoln,5606,-34.742145,135.847469
1162,Ingle Farm Primary School,2 Belalie Road,Ingle Farm,5098,-34.827631,138.643207
1163,Braeview School R-7,1A Montana Drive,Happy Valley,5159,-35.081009,138.554104
1166,Fulham North Primary School,Cheadle Street,Henley Beach,5022,-34.91956,138.505096
1170,Mannum Community College,Walker Avenue,Mannum,5238,-34.912544,139.303495
1174,Indulkana Anangu School,,Indulkana,872,-26.964511,133.30096
1177,Salisbury Heights Primary School,9 Ward Street,Salisbury Heights,5109,-34.758812,138.678136
1183,North Ingle School,7 Rothwell Avenue,Ingle Farm,5098,-34.819515,138.644612
1184,Valley View Secondary School,240 Wright Road,Para Vista,5093,-34.83428,138.656585
1187,Disability Unit Roma Mitchell SC,"Sports Park, Briens Road",Gepps Cross,5094,-34.843058,138.618235
1188,Morphett Vale East School R-7,Monarch Street,Morphett Vale,5162,-35.121869,138.530944
1194,Salisbury Downs Primary School,39 Paramount Road,Salisbury Downs,5108,-34.771193,138.622667
1195,Stuart High School,Bastyan Crescent,Whyalla Stuart,5608,-33.015064,137.517105
1196,Fregon Anangu School,,Fregon,872,-26.771079,132.028877
1201,Gulfview Heights Primary School,39 Kiekebusch Road,Gulfview Heights,5096,-34.792078,138.668666
1203,Westport Primary School,53 West Street,Semaphore Park,5019,-34.855142,138.491357
1205,Woodville Gardens School B-7 Chn Ctr,Ridley Grove,Woodville Gardens,5012,-34.863319,138.55068
1206,Blair Athol North School B-7 Chn Ctr,Marmion Avenue,Blair Athol,5084,-34.853585,138.598933
1207,Seaford K-7 Birth-Y7 Campus,39 Jane Street,Port Noarlunga South,5167,-35.175541,138.471755
1209,Middle Campus - Norwood Morialta,Morialta Road West,Rostrevor,5073,-34.901635,138.676988
1210,Modbury West School,450-474 Wright Road,Modbury,5092,-34.833255,138.67648
1213,Magill School,Adelaide Street,Magill,5072,-34.913797,138.676799
1217,Glencoe Central Primary School,135 Kirrup Road,Glencoe,5291,-37.669641,140.594383
1226,Craigburn Primary School,15 Murrays Hill Road,Flagstaff Hill,5159,-35.056187,138.615495
1228,Felixstow Community School,5-11 Briar Road,Felixstow,5070,-34.891299,138.64422
1246,West Lakes Shore School R-7,Edwin Street,West Lakes Shore,5020,-34.863484,138.481851
1249,tafeSA  Tea Tree Gully Campus,100 Smart Road,Modbury,5092,-34.831904,138.695766
1253,Disability Unit Mt Barker HS,2 Wellington Road,Mount Barker,5251,-35.074991,138.85705
1273,Pennington Junior Primary School,Harrison Road,Pennington,5013,-34.861655,138.532294
1277,Port Lincoln Junior Primary School,Adelaide Place,Port Lincoln,5606,-34.724303,135.857806
1285,Torrensville Primary School,Hayward Avenue,Torrensville,5031,-34.919368,138.556719
1294,Brighton Centre for Hearing Impaired,1 Highet Avenue,Brighton,5048,-35.015974,138.526228
1317,Klemzig Centre for Hearing Impaired,2 Hay Street,Klemzig,5087,-34.877176,138.637665
1349,tafeSA  Port Adelaide Campus,1 Mundy Street,Port Adelaide,5015,-34.844068,138.500233
1364,Warriappendi School,1 John Street,Marleston,5033,-34.942677,138.570592
1372,Kilparrin Tch & Assessment Sch & Ser,1C Duncan Avenue,Park Holme,5043,-34.990774,138.554376
1375,North Haven School,Tapping Crescent,North Haven,5018,-34.790581,138.497559
1382,Fraser Park Primary School,25-27 Burdekin Avenue,Murray Bridge,5253,-35.140168,139.281358
1388,Prospect Centre,114 Main North Road,Prospect,5082,-34.8892221,138.6026876
1390,Zoos SA - Education,Frome Road,Adelaide,5000,-34.92468,138.60425
1396,Flinders View Primary School,Chinnery Street,Port Augusta West,5700,-32.472921,137.753501
1399,Port Augusta Special School,Abernethy Avenue,Port Augusta,5700,-32.50664,137.779625
1404,Lake Windemere B-7 Children's Centre,17 Uraidla Avenue,Salisbury North,5108,-34.740607,138.620474
1405,Modbury Special School,Dampier Avenue,Hope Valley,5090,-34.841544,138.697476
1409,Special Education Resource Unit,72A Marlborough Street,Henley Beach,5022,-34.91167,138.50125
1414,Adelaide West Special Education Ctr,12-20 Moldavia Walk,Taperoo,5017,-34.8012875,138.4942686
1415,Errington Special Education Centre,21B Errington Street,Plympton,5038,-34.962236,138.547561
1417,The Briars Special ELC,5 Briar Road,Felixstow,5070,-34.892508,138.644305
1418,Bowden Brompton Community School,85A Torrens Road,Brompton,5007,-34.895043,138.580071
1423,John Hartley B-7 Children's Centre,199 Peachey Road,Smithfield Plains,5114,-34.68023889,138.6736472
1426,Arbury Park Outdoor School,Arbury Park Road,Bridgewater,5155,-35.002916,138.749546
1427,Riverdale Primary School,15 de Mille Street,Salisbury Downs,5108,-34.766448,138.613754
1429,Elizabeth Pk Ctr for Hearing Impair,15 Turner Road,Elizabeth Park,5113,-34.712946,138.684899
1430,The Heights School,Brunel Drive,Modbury Heights,5092,-34.81146,138.682448
1432,Burra Community School,7 Bridge Terrace,Burra,5417,-33.676848,138.93781
1435,Botanic Gdns of Adelaide - Ed Serv,North Terrace,Adelaide,5000,-34.92827,138.59239
1448,Mark Oliphant College Children's Ctr,99 Douglas Drive,Munno Para,5115,-34.665475,138.683575
1449,Craigmore South Primary School,Turner Drive,Craigmore,5114,-34.709798,138.706953
1450,Renown Park Preschool,132 West Street,Brompton,5007,-34.895533,138.579755
1475,Daws Road Centre,141 Daws Road,St Marys,5042,-34.99819,138.57568
1481,Stirling North Primary School,Beckman Street,Stirling North,5710,-32.513732,137.837712
1482,Munno Para Primary School,Maltarra Road,Munno Para,5115,-34.669727,138.699713
1485,Windsor Gdns Cen for Hearing Impair,McKay Avenue,Windsor Gardens,5087,-34.860757,138.657925
1486,Hospital Educ Serv Flinders Medical,"Pediatric Unit, Flinders Medical Centre, Flinders Drive",Bedford Park,5042,-35.022072,138.568997
1488,Moonta Area School,Blanche Terrace,Moonta,5558,-34.07044,137.591704
1516,tafeSA  Ceduna Campus,Decres Bay Road,Ceduna,5690,-32.13833,133.676512
1526,Pipalyatjara Anangu School,,Pipalyatjara,872,-26.1662,129.169979
1527,Mimili Anangu School,,Mimili,872,-27.015879,132.714987
1532,Commnctn & Language Disorder Sup Ser,72A Marlborough Street,Henley Beach,5022,-34.91167,138.50125
1537,Sheidow Park Primary School,21-43 Adams Road,Sheidow Park,5158,-35.071074,138.533052
1539,Mount Barker South Primary School,33-45 Princes Road,Mount Barker,5251,-35.080093,138.859874
1540,Ardtornish Primary School,2 Saarinen Avenue,St Agnes,5097,-34.833595,138.704599
1551,Wiltja Program,11 Actil Avenue,Woodville,5011,-34.872943,138.540808
